,links,names,ratings,price for one,crusine
177,https://www.zomato.com/bangalore/malleshwaram-dosa-corner-malleshwaram-bangalore/order,Malleshwaram Dosa Corner,4.3,₹100 for one,South Indian
178,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,No.10 Fort Cochin,3.9,₹100 for one,"Seafood, Kerala, Biryani"
179,https://www.zomato.com/bangalore/new-alameen-restaurant-ulsoor-bangalore/order,New Alameen Restaurant,3.6,₹100 for one,"Kerala, North Indian, Chinese"
180,https://www.zomato.com/bangalore/malabar-bay-btm/order,Malabar Bay,3.8,₹150 for one,"Kerala, Seafood, North Indian, Biryani"
181,https://www.zomato.com/bangalore/four-seasons-fast-food-center-malleshwaram/order,Four Seasons Fast Food Center,3.5,₹150 for one,"Biryani, Kebab, South Indian"
182,https://www.zomato.com/bangalore/paratha-box-indiranagar-bangalore/order,Paratha Box,3.9,₹150 for one,"North Indian, Beverages"
183,https://www.zomato.com/bangalore/taj-hotel-shivajinagar/order,Taj Hotel,3.9,₹150 for one,"Mughlai, Chinese, South Indian"
184,https://www.zomato.com/bangalore/great-indian-khichdi-koramangala-6th-block-bangalore/order,Great Indian Khichdi,4.3,₹150 for one,"Healthy Food, North Indian"
185,https://www.zomato.com/bangalore/wow-momo-cunningham-road-bangalore/order,WOW! Momo,4.1,₹150 for one,"Momos, Tibetan, Fast Food"
186,https://www.zomato.com/bangalore/royal-treat-richmond-town-bangalore/order,Royal Treat,4.1,₹150 for one,"North Indian, Chinese, Biryani"
187,https://www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,New Krishna Sagar,3.7,₹150 for one,"South Indian, North Indian, Chinese"
188,https://www.zomato.com/bangalore/sandwich-guru-basavanagudi-bangalore/order,Sandwich Guru,4.2,₹150 for one,"Sandwich, Fast Food, Beverages"
189,https://www.zomato.com/bangalore/chai-mane-basavanagudi/order,Chai Mane,4.1,₹150 for one,"Sandwich, Fast Food, Beverages"
190,https://www.zomato.com/bangalore/sagar-fast-food-koramangala-8th-block/order,Sagar Fast Food,4.2,₹150 for one,"South Indian, North Indian, Street Food, Chinese, Beverages"
191,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order,OOttupura ,4.1,₹150 for one,"Kerala, South Indian"
192,https://www.zomato.com/bangalore/sl-vadapav-jayanagar-bangalore/order,SL Vadapav,3.6,₹50 for one,"Street Food, Fast Food"
193,https://www.zomato.com/bangalore/the-salad-studio-indiranagar-bangalore/order,The Salad Studio,4.1,₹50 for one,"Salad, Healthy Food"
194,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order,Anjappar,3.6,₹50 for one,"Chettinad, Biryani, Chinese, Seafood, South Indian"
195,https://www.zomato.com/bangalore/mumbai-xpress-3-basavanagudi-bangalore/order,Mumbai Xpress,3.9,₹50 for one,"North Indian, Fast Food, Chinese, Street Food"
196,https://www.zomato.com/bangalore/istah-shawarma-biryani-btm-bangalore/order,Istah - Shawarma & Biryani,4.3,₹50 for one,"Biryani, Mediterranean, Lebanese"
197,https://www.zomato.com/bangalore/thottathil-food-house-btm-bangalore/order,Thottathil Food House,3.7,₹50 for one,"Kerala, South Indian, Biryani"
198,https://www.zomato.com/bangalore/nawabs-biryani-koramangala-7th-block-bangalore/order,Nawabs Biryani,3.4,₹50 for one,"Biryani, Beverages"
199,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,Sai Cafe Veg,4.0,₹50 for one,Fast Food
200,https://www.zomato.com/bangalore/shuchi-ruchi-malleshwaram/order,Shuchi Ruchi,4.0,₹50 for one,"Chinese, North Indian, Street Food, South Indian, Fast Food"
201,https://www.zomato.com/bangalore/natural-ice-cream-malleshwaram/order,Natural Ice Cream,4.5,₹50 for one,"Ice Cream, Beverages, Desserts"
202,https://www.zomato.com/bangalore/sri-maruthi-miltry-hotel-rajajinagar/order,Sri Maruthi Miltry Hotel,3.7,₹50 for one,"South Indian, Chinese"
203,https://www.zomato.com/bangalore/ice-thunder-basavanagudi/order,Ice Thunder,4.0,₹50 for one,"South Indian, North Indian, Chinese, Desserts, Ice Cream, Street Food"
204,https://www.zomato.com/bangalore/cakewala-1-jayanagar/order,Cakewala,4.3,₹100 for one,"Bakery, Desserts"
205,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-domlur-bangalore/order,The Hole In The Wall Cafe,4.0,₹100 for one,"Fast Food, Sandwich, Burger, Desserts"
206,https://www.zomato.com/bangalore/bangaliana-koramangala-7th-block/order,Bangaliana,3.8,₹100 for one,Bengali
207,https://www.zomato.com/bangalore/healthie-indiranagar/order,Healthie,3.8,₹100 for one,"Healthy Food, Continental, Beverages"
208,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-majestic/order,Sri Venkateshwara Sweetmeat Stall,4.5,₹100 for one,"Mithai, Street Food, North Indian"
209,https://www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore/order,Sri  Udupi Vaibhav,4.2,₹100 for one,"South Indian, North Indian, Chinese, Beverages"
210,https://www.zomato.com/bangalore/the-adukkala-restaurant-brigade-road-bangalore/order,The Adukkala Restaurant,4.1,₹100 for one,"Kerala, Beverages"
211,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order,Upahara Darshini,4.0,₹100 for one,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese"
212,https://www.zomato.com/bangalore/suryawanshi-indiranagar/order,Suryawanshi,3.8,₹100 for one,"Maharashtrian, Seafood"
213,https://www.zomato.com/bangalore/hotel-chandrika-vasanth-nagar-bangalore/order,Hotel Chandrika,4.0,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Fast Food, Biryani, Beverages, Juices"
214,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore/order,Chai Days,4.2,₹100 for one,"Tea, Beverages, Fast Food"
215,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-koramangala-7th-block-bangalore/order,Salt - Indian Restaurant Bar & Grill,4.3,₹100 for one,"North Indian, South Indian, Biryani, Mughlai, Fast Food, Desserts, Beverages"
216,https://www.zomato.com/bangalore/the-redbox-indiranagar-bangalore/order,The Redbox,4.0,₹200 for one,"Chinese, Thai"
217,https://www.zomato.com/bangalore/la-heaven-malleshwaram-bangalore/order,La Heaven,4.3,₹200 for one,"Bakery, Desserts"
218,https://www.zomato.com/bangalore/chinese-square-basavanagudi-bangalore/order,Chinese Square,4.1,₹200 for one,"Chinese, Fast Food, Beverages"
219,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-rajajinagar-bangalore/order,Marwadi Chaat Tiffin Services,3.4,₹200 for one,"North Indian, Chinese"
220,https://www.zomato.com/bangalore/simpli-namdharis-jayanagar-bangalore/order,Simpli Namdhari's,4.0,₹200 for one,"Healthy Food, European, Pizza, Fast Food, Beverages"
221,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,Richie Rich,4.1,₹200 for one,"Desserts, Beverages, Fast Food, Ice Cream"
222,https://www.zomato.com/bangalore/hari-super-sandwich-1-basavanagudi-bangalore/order,Hari Super Sandwich,4.0,₹200 for one,"Street Food, Fast Food, Sandwich"
223,https://www.zomato.com/bangalore/srinidhi-sagar-deluxe-domlur/order,Srinidhi Sagar Deluxe,3.8,₹200 for one,"South Indian, North Indian, Chinese, Street Food"
224,https://www.zomato.com/bangalore/warmoven-cake-desserts-indiranagar-bangalore/order,WarmOven Cake & Desserts,4.3,₹200 for one,Bakery
225,https://www.zomato.com/bangalore/chole-bhature-and-parathas-rajajinagar-bangalore/order,Chole Bhature And Parathas,3.4,₹200 for one,North Indian
226,https://www.zomato.com/bangalore/ammis-biryani-frazer-town-bangalore/order,Ammi's Biryani,4.1,₹200 for one,"Biryani, North Indian"
227,https://www.zomato.com/bangalore/hot-momos-darjeeling-style-koramangala-5th-block-bangalore/order,Hot Momos Darjeeling Style,4.2,₹200 for one,"Chinese, Momos"
228,https://www.zomato.com/bangalore/new-krishna-bhavan-malleshwaram/order,New Krishna Bhavan,4.2,₹100 for one,"South Indian, North Indian, Chinese"
229,https://www.zomato.com/bangalore/pai-vihar-city-market/order,Pai Vihar,4.1,₹100 for one,"South Indian, Street Food, Chinese, North Indian, Beverages, Desserts, Sandwich, Juices"
230,https://www.zomato.com/bangalore/karnataka-biryani-point-rajajinagar-bangalore/order,Karnataka Biryani Point,3.9,₹100 for one,"Biryani, South Indian"
231,https://www.zomato.com/bangalore/bhagathram-sweets-commercial-street-bangalore/order,Bhagathram Sweets,3.5,₹100 for one,"Mithai, North Indian, Street Food"
232,https://www.zomato.com/bangalore/the-tasty-planet-richmond-road-bangalore/order,The Tasty Planet,4.3,₹100 for one,"Fast Food, Salad, Beverages, Street Food, Sandwich, Juices"
233,https://www.zomato.com/bangalore/karachi-bakery-1-indiranagar-bangalore/order,Karachi Bakery,4.3,₹100 for one,"Bakery, Fast Food, Beverages, Desserts, Pasta"
234,https://www.zomato.com/bangalore/new-shanthi-sagar-basavanagudi/order,New Shanthi Sagar,4.0,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Beverages"
235,https://www.zomato.com/bangalore/karnataka-state-co-operative-fisheries-federation-mysore-jayanagar-bangalore/order,Karnataka State Co-operative Fisheries Federation Mysore,4.2,₹100 for one,Seafood
236,https://www.zomato.com/bangalore/bombay-vada-pav-corner-seshadripuram/order,Bombay Vada Pav Corner,4.2,₹100 for one,Street Food
237,https://www.zomato.com/bangalore/sendhoor-coffee-indiranagar-bangalore/order,Sendhoor Coffee,4.1,₹100 for one,"South Indian, Beverages"
238,https://www.zomato.com/bangalore/habibi-falafel-indiranagar-bangalore/order,Habibi Falafel,4.0,₹100 for one,"Arabian, Beverages"
239,https://www.zomato.com/bangalore/savi-sagar-malleshwaram-bangalore/order,Savi Sagar,3.8,₹100 for one,"North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages"
240,https://www.zomato.com/bangalore/saapaad-indiranagar-bangalore/order,Saapaad,3.5,₹100 for one,"South Indian, Biryani, Beverages"
241,https://www.zomato.com/bangalore/the-pastry-house-wilson-garden-bangalore/order,The Pastry House,4.3,₹100 for one,Bakery
242,https://www.zomato.com/bangalore/paratha-bros-by-ibis-richmond-road-bangalore/order,Paratha Bros by ibis,4.2,₹100 for one,"North Indian, Beverages"
243,https://www.zomato.com/bangalore/polar-bear-frazer-town-bangalore/order,Polar Bear,4.3,₹100 for one,"Ice Cream, Desserts, Beverages"
244,https://www.zomato.com/bangalore/gulbarga-refreshment-rajajinagar/order,Gulbarga Refreshment,4.0,₹100 for one,South Indian
245,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-malleshwaram-bangalore/order,Lo! - Low Carb and Keto Foods,4.2,₹100 for one,"Healthy Food, North Indian, Fast Food, Desserts"
246,https://www.zomato.com/bangalore/le-gateau-the-cake-shop-domlur-bangalore/order,Le Gateau - The Cake Shop,4.2,₹100 for one,Bakery
247,https://www.zomato.com/bangalore/sabzi-aur-roti-rajajinagar-bangalore/order,Sabzi Aur Roti,3.7,₹100 for one,North Indian
248,https://www.zomato.com/bangalore/keventers-milkshakes-ice-creams-3-malleshwaram-bangalore/order,Keventers - Milkshakes & Ice Creams,3.5,₹100 for one,"Beverages, Desserts, Ice Cream"
249,https://www.zomato.com/bangalore/south-ruchis-majestic/order,South Ruchis,4.1,₹100 for one,"South Indian, Chinese"
250,https://www.zomato.com/bangalore/new-agarwal-bhavan-sadashiv-nagar-bangalore/order,New Agarwal Bhavan,4.2,₹100 for one,"Mithai, Street Food"
251,https://www.zomato.com/bangalore/gowdru-hotel-indiranagar/order,Gowdru Hotel,3.9,₹100 for one,"South Indian, Biryani"
252,https://www.zomato.com/bangalore/sri-srinivas-pork-hotel-ejipura-bangalore/order,Sri Srinivas Pork Hotel,3.3,₹100 for one,"South Indian, Fast Food"
253,https://www.zomato.com/bangalore/uttara-karnataka-foods-basavanagudi-bangalore/order,Uttara Karnataka Foods,4.0,₹100 for one,"South Indian, Mithai, Street Food, Desserts"
254,https://www.zomato.com/bangalore/veena-stores-malleshwaram/order,Veena Stores,4.3,₹100 for one,South Indian
255,https://www.zomato.com/bangalore/no-sugar-please-1-btm-bangalore/order,No Sugar Please!,4.1,₹100 for one,"Beverages, Juices, Healthy Food"
256,https://www.zomato.com/bangalore/burger-seigneur-indiranagar-bangalore/order,Burger Seigneur,4.2,₹100 for one,"Cafe, Burger, Continental, Beverages, Desserts"
257,https://www.zomato.com/bangalore/dofu-indiranagar-bangalore/order,Dofu,4.1,₹100 for one,"Chinese, Korean, Japanese, Beverages"
258,https://www.zomato.com/bangalore/punjabi-pure-veg-restaurant-since-1994-1-majestic-bangalore/order,Punjabi Pure Veg Restaurant Since 1994,3.6,₹100 for one,"North Indian, Beverages, Chinese"
259,https://www.zomato.com/bangalore/sri-udupi-grand-shanti-nagar/order,Sri Udupi Grand,4.0,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Beverages"
260,https://www.zomato.com/bangalore/brik-oven-church-street/order,Brik Oven,4.1,₹100 for one,"Cafe, Italian, Fast Food, Desserts"
261,https://www.zomato.com/bangalore/namma-kudla-malleshwaram/order,Namma Kudla,4.1,₹100 for one,"South Indian, Mangalorean, Mithai"
262,https://www.zomato.com/bangalore/kudla-beach-rajajinagar/order,Kudla Beach,3.9,₹100 for one,"Chinese, North Indian, Mangalorean"
263,https://www.zomato.com/bangalore/indiana-burgers-indiranagar-bangalore/order,Indiana Burgers,4.3,₹100 for one,"Fast Food, Burger, Beverages"
264,https://www.zomato.com/bangalore/kc-das-jayanagar-bangalore/order,KC Das ,3.6,₹50 for one,"Mithai, Street Food"
265,https://www.zomato.com/bangalore/empire-juice-shop-koramangala-5th-block-bangalore/order,Empire Juice Shop,3.7,₹50 for one,"Beverages, Desserts, Ice Cream, Juices"
266,https://www.zomato.com/bangalore/the-belgian-waffle-co-basavanagudi-bangalore/order,The Belgian Waffle Co.,4.3,₹50 for one,"Desserts, Beverages"
267,https://www.zomato.com/bangalore/brahmins-thatte-idli-seshadripuram-bangalore/order,Brahmin's Thatte Idli,3.9,₹50 for one,South Indian
268,https://www.zomato.com/bangalore/hotel-toms-restaurant-brigade-road-bangalore/order,Hotel Tom's Restaurant,4.1,₹50 for one,"Mangalorean, Mughlai, Chinese, North Indian"
269,https://www.zomato.com/bangalore/new-govind-rao-military-hotel-majestic/order,New Govind Rao Military Hotel,3.7,₹50 for one,South Indian
270,https://www.zomato.com/bangalore/south-kitchen-basavanagudi/order,South Kitchen,4.4,₹50 for one,South Indian
271,https://www.zomato.com/bangalore/gudbud-koramangala-7th-block-bangalore/order,Gudbud,4.3,₹50 for one,"Ice Cream, Beverages"
272,https://www.zomato.com/bangalore/happy-belly-bakes-mg-road/order,Happy Belly Bakes,4.4,₹50 for one,"Bakery, Cafe, Desserts, Beverages"
273,https://www.zomato.com/bangalore/mad-over-donuts-brigade-road/order,Mad Over Donuts,4.1,₹50 for one,"Desserts, Beverages"
274,https://www.zomato.com/bangalore/dyu-art-cafe-koramangala-8th-block-bangalore/order,Dyu Art Cafe,4.3,₹50 for one,"Cafe, Continental, Beverages"
275,https://www.zomato.com/bangalore/hbh-hyderabadi-biryani-house-airport-road-bangalore/order,HBH- Hyderabadi Biryani House,3.4,₹50 for one,"Biryani, Chinese, North Indian, Andhra, Seafood"
276,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-infantry-road-bangalore/order,Blue Tokai Coffee Roasters,4.2,₹200 for one,"Cafe, Continental, Bakery, Beverages, Coffee, European, Juices"
277,https://www.zomato.com/bangalore/santé-spa-cuisine-domlur-bangalore/order,Santé Spa Cuisine,4.2,₹200 for one,"Mediterranean, Italian, European, Desserts, Beverages"
278,https://www.zomato.com/bangalore/bhartiya-jalpan-sweets-dry-fruit-and-savouries-commercial-street-bangalore/order,"Bhartiya Jalpan - Sweets, Dry Fruit And Savouries",4.0,₹200 for one,Mithai
279,https://www.zomato.com/bangalore/kerala-mess-indiranagar/order,Kerala Mess,3.9,₹200 for one,Kerala
280,https://www.zomato.com/bangalore/rajasthani-dhaba-shanti-nagar-bangalore/order,Rajasthani Dhaba,3.9,₹200 for one,"Rajasthani, North Indian"
281,https://www.zomato.com/bangalore/a1-biryani-combo-75-malleshwaram-bangalore/order,A1 Biryani Combo 75,3.4,₹200 for one,"Biryani, Kebab, South Indian"
282,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order,Amma's Pastries,4.3,₹200 for one,Bakery
283,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore/order,Fiero! Pizzeria,4.0,₹200 for one,Pizza
284,https://www.zomato.com/bangalore/hotel-sanman-basavanagudi-bangalore/order,Hotel Sanman,4.3,₹200 for one,South Indian
285,https://www.zomato.com/bangalore/chandus-delux-malleshwaram/order,Chandus Delux,4.0,₹200 for one,"South Indian, North Indian, Seafood, Chinese"
286,https://www.zomato.com/bangalore/ganesh-food-joint-malleshwaram/order,Ganesh Food Joint,4.1,₹200 for one,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages"
287,https://www.zomato.com/bangalore/fresh-bites-indiranagar-bangalore/order,Fresh Bites,3.9,₹200 for one,"South Indian, Chinese, North Indian"
288,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order,Udupi Aatithya,4.0,₹100 for one,"South Indian, North Indian, Chinese"
289,https://www.zomato.com/bangalore/grow-fit-vasanth-nagar-bangalore/order,Grow Fit,3.9,₹100 for one,"Healthy Food, North Indian, Thai, Chinese, Mexican, Desserts, Beverages"
290,https://www.zomato.com/bangalore/arun-ice-creams-shivajinagar-bangalore/order,Arun Ice Creams,4.7,₹100 for one,"Ice Cream, Desserts"
291,https://www.zomato.com/bangalore/sree-ganesh-juice-center-indiranagar-bangalore/order,Sree Ganesh Juice Center,4.0,₹100 for one,"Beverages, Juices"
292,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,Odia Khaiba,3.8,₹100 for one,"Odia, North Indian, Chinese, Seafood"
293,https://www.zomato.com/bangalore/santhanam-sweets-savouries-commercial-street-bangalore/order,Santhanam Sweets & Savouries,4.4,₹100 for one,"Mithai, Street Food"
294,https://www.zomato.com/bangalore/the-brekkie-shop-indiranagar-bangalore/order,The Brekkie Shop,4.1,₹100 for one,"Healthy Food, Sandwich"
295,https://www.zomato.com/bangalore/kerala-pavilion-domlur/order,Kerala Pavilion,3.8,₹100 for one,"Kerala, South Indian, Chinese"
296,https://www.zomato.com/bangalore/aligarh-house-cunningham-road-bangalore/order,Aligarh House,3.9,₹100 for one,"Biryani, North Indian, Mughlai"
297,https://www.zomato.com/bangalore/eden-park-cunningham-road/order,Eden Park,3.9,₹100 for one,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian"
298,https://www.zomato.com/bangalore/new-samrat-restaurant-seshadripuram/order,New Samrat Restaurant,3.9,₹100 for one,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Ice Cream, Desserts"
299,https://www.zomato.com/bangalore/coastal-delight-indiranagar/order,Coastal Delight,3.8,₹100 for one,"Seafood, South Indian, North Indian, Mangalorean, Chinese"
300,https://www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order,Chikpet Donne Biriyani House,3.8,₹150 for one,"Andhra, Biryani"
301,https://www.zomato.com/bangalore/cream-stone-domlur-bangalore/order,Cream Stone,4.1,₹150 for one,"Ice Cream, Desserts, Beverages"
302,https://www.zomato.com/bangalore/m-m-a-kababs-rolls-and-biryani-center-frazer-town-bangalore/order,M.M.A Kababs Rolls And Biryani Center,3.7,₹150 for one,"North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani"
303,https://www.zomato.com/bangalore/shree-ganesh-fruits-juice-rajajinagar-bangalore/order,Shree Ganesh Fruits Juice,3.6,₹150 for one,Fast Food
304,https://www.zomato.com/bangalore/sukh-sagar-majestic/order,Sukh Sagar,4.0,₹150 for one,"Chinese, Street Food, Fast Food, Desserts, Beverages"
305,https://www.zomato.com/bangalore/keventers-milkshakes-ice-creams-brigade-road-bangalore/order,Keventers - Milkshakes & Ice Creams,3.9,₹150 for one,"Beverages, Desserts, Ice Cream"
306,https://www.zomato.com/bangalore/cake-bonzer-bites-live-cake-indiranagar-bangalore/order,Cake Bonzer Bites - Live Cake,4.1,₹150 for one,Bakery
307,https://www.zomato.com/bangalore/makers-of-milkshakes-koramangala-5th-block/order,Makers of Milkshakes,4.4,₹150 for one,"Beverages, Desserts"
308,https://www.zomato.com/bangalore/sri-ranganatha-military-hotel-basavanagudi-bangalore/order,Sri Ranganatha Military Hotel,4.3,₹150 for one,South Indian
309,https://www.zomato.com/bangalore/belgian-waffle-factory-1-vasanth-nagar/order,Belgian Waffle Factory,4.0,₹150 for one,Desserts
310,https://www.zomato.com/bangalore/elixir-luxury-pearls-drink-ulsoor-bangalore/order,Elixir-Luxury Pearls Drink,3.9,₹150 for one,"Beverages, Bubble Tea"
311,https://www.zomato.com/bangalore/priyadarshini-restaurant-majestic/order,Priyadarshini Restaurant,4.5,₹150 for one,"South Indian, Desserts, Beverages, Ice Cream"
312,https://www.zomato.com/bangalore/halli-mane-rotti-indiranagar/order,Halli Mane Rotti,4.1,₹50 for one,South Indian
313,https://www.zomato.com/bangalore/kingsmen-coffee-btm-bangalore/order,Kingsmen Coffee,4.3,₹50 for one,"Coffee, Beverages, Desserts, Fast Food, Cafe"
314,https://www.zomato.com/bangalore/malleswaram-thatte-idly-cafe-by-2-coffee-point-malleshwaram-bangalore/order,Malleswaram Thatte Idly Cafe & By 2 Coffee Point,4.3,₹50 for one,"South Indian, Beverages"
315,https://www.zomato.com/bangalore/by-2-coffee-1-basavanagudi/order,By 2 Coffee,4.3,₹50 for one,South Indian
316,https://www.zomato.com/bangalore/hotel-green-tara-brigade-road/order,Hotel Green Tara,3.9,₹50 for one,"Chinese, Tibetan, Momos"
317,https://www.zomato.com/bangalore/dr-bubbles-jayanagar-bangalore/order,Dr. Bubbles,4.0,₹50 for one,"Beverages, Desserts"
318,https://www.zomato.com/antarastriya/order,Antarastriya,3.8,₹50 for one,"Asian, Fast Food, Chinese, Beverages"
319,https://www.zomato.com/bangalore/little-italy-indiranagar/order,Little Italy,3.9,₹50 for one,"Italian, Pizza"
320,https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-2-basavanagudi-bangalore/order,Shree Mahalakshmi Sweets,4.2,₹50 for one,Mithai
321,https://www.zomato.com/bangalore/just-shawarma-ulsoor/order,Just Shawarma,3.8,₹50 for one,"Lebanese, Fast Food, Beverages"
322,https://www.zomato.com/bangalore/frozen-bottle-brigade-road/order,Frozen Bottle,4.2,₹50 for one,"Beverages, Desserts, Ice Cream"
323,https://www.zomato.com/bangalore/chettys-corner-rt-nagar-bangalore/order,Chetty's Corner,3.9,₹50 for one,"Fast Food, Sandwich, Pizza, Desserts, Street Food"
324,https://www.zomato.com/bangalore/mayura-1989-andhra-speciality-restaurant-rajajinagar-bangalore/order,Mayura 1989 Andhra Speciality Restaurant,4.1,₹250 for one,"Andhra, North Indian, Chinese, Beverages"
325,https://www.zomato.com/bangalore/northwind-seshadripuram/order,Northwind,4.3,₹250 for one,"Chinese, North Indian, Mughlai, Fast Food"
326,https://www.zomato.com/bangalore/davanagere-benne-dose-2-jayanagar-bangalore/order,Davanagere Benne Dose,4.0,₹250 for one,South Indian
327,https://www.zomato.com/bangalore/sai-ram-juice-and-chats-malleshwaram-bangalore/order,Sai Ram Juice And Chats,3.7,₹250 for one,"Street Food, Fast Food, Juices"
328,https://www.zomato.com/bangalore/sanchez-lavelle-road/order,Sanchez,New,₹250 for one,"Mexican, Tex-Mex, Beverages"
329,https://www.zomato.com/bangalore/thai-house-brigade-road/order,Thai House,4.3,₹250 for one,Thai
330,https://www.zomato.com/bangalore/rooftop-cafe-jayanagar/order,Rooftop Cafe,4.1,₹250 for one,"Cafe, Fast Food, Beverages"
331,https://www.zomato.com/bangalore/the-thick-shake-factory-frazer-town-bangalore/order,The Thick Shake Factory,4.0,₹250 for one,"Beverages, Desserts, Ice Cream"
332,https://www.zomato.com/bangalore/ice-corner-koramangala-5th-block-bangalore/order,Ice Corner,3.5,₹250 for one,"Desserts, Ice Cream, Beverages"
333,https://www.zomato.com/bangalore/donne-biriyani-angadi-mane-rajajinagar-bangalore/order,Donne Biriyani Angadi Mane,4.0,₹250 for one,"South Indian, Biryani"
334,https://www.zomato.com/bangalore/yogi-sthaan-indiranagar-bangalore/order,Yogi-sthaan,4.0,₹250 for one,"Cafe, Healthy Food, Salad, Beverages"
335,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi/order,Brahmin's Coffee Bar,4.4,₹250 for one,South Indian
336,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,Lakeview Milkbar,4.0,₹200 for one,"Desserts, Cafe, Fast Food, Sandwich, Beverages"
337,https://www.zomato.com/bangalore/toit-indiranagar/order,Toit,4.3,₹200 for one,"Italian, American, Modern Indian"
338,https://www.zomato.com/bangalore/snack-house-brigade-road-bangalore/order,Snack House,3.9,₹200 for one,"Fast Food, Momos"
339,https://www.zomato.com/bangalore/ibaco-brigade-road-bangalore/order,ibaco,4.5,₹200 for one,"Ice Cream, Desserts, Beverages"
340,https://www.zomato.com/bangalore/cakewalk-indiranagar/order,CakeWalk,3.9,₹200 for one,"Bakery, Fast Food, Desserts, Beverages"
341,https://www.zomato.com/bangalore/ambur-dum-biryani-indiranagar-bangalore/order,Ambur Dum Biryani,3.5,₹200 for one,"Biryani, Beverages"
342,https://www.zomato.com/bangalore/cholay-koramangala-7th-block-bangalore/order,Cholay,4.0,₹200 for one,"North Indian, Gujarati, Maharashtrian"
343,https://www.zomato.com/bangalore/bologna-indiranagar-bangalore/order,Bologna,4.3,₹200 for one,"Italian, Desserts"
344,https://www.zomato.com/bangalore/biergarten-koramangala-5th-block/order,Biergarten,4.0,₹200 for one,"Continental, European, BBQ, Chinese, Asian"
345,https://www.zomato.com/bangalore/breakfast-boss-by-ibis-lavelle-road-bangalore/order,Breakfast Boss By Ibis,3.9,₹200 for one,"North Indian, Continental, South Indian, Beverages"
346,https://www.zomato.com/bangalore/santrupti-uttara-karnataka-food-store-koramangala-7th-block-bangalore/order,Santrupti Uttara Karnataka Food Store,4.1,₹200 for one,South Indian
347,https://www.zomato.com/bangalore/mayura-1989-rajajinagar-bangalore/order,Mayura 1989,3.8,₹200 for one,"Andhra, North Indian, Chinese, Mughlai"
348,https://www.zomato.com/bangalore/hotel-bilal-biriyani-centre-mysore-road-bangalore/order,Hotel Bilal Biriyani Centre,4.1,₹100 for one,"Biryani, North Indian"
349,https://www.zomato.com/bangalore/udupi-sagar-city-market-bangalore/order,Udupi Sagar,3.8,₹100 for one,"South Indian, North Indian, Chinese, Beverages"
350,https://www.zomato.com/bangalore/shanthi-sagar-grand-malleshwaram-bangalore/order,Shanthi Sagar Grand,4.2,₹100 for one,"South Indian, Chinese, North Indian, Biryani, Street Food, Ice Cream, Beverages"
351,https://www.zomato.com/bangalore/cafe-terra-indiranagar/order,Cafe Terra,4.0,₹100 for one,"Cafe, Pizza, Continental, Desserts"
352,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-basavanagudi/order,Sri Venkateshwara Sweet Meat Stall,3.9,₹100 for one,"North Indian, Mithai, Street Food, Beverages, Chinese"
353,https://www.zomato.com/bangalore/little-white-kitchen-brigade-road-bangalore/order,Little White Kitchen,4.3,₹100 for one,"Fast Food, Chinese, Continental, American, Beverages"
354,https://www.zomato.com/bangalore/bearfoot-bistro-koramangala-6th-block-bangalore/order,Bearfoot Bistro,4.2,₹100 for one,"Cafe, Fast Food, Italian, Desserts"
