,links,names,ratings,price for one,crusine
355,https://www.zomato.com/bangalore/bhagathram-sweets-ulsoor-bangalore/order,Bhagathram Sweets,3.1,₹100 for one,"Mithai, South Indian, Street Food, North Indian, Beverages"
356,https://www.zomato.com/bangalore/ganesh-fast-food-ejipura-bangalore/order,Ganesh Fast Food,3.9,₹100 for one,"Seafood, North Indian, Chinese"
357,https://www.zomato.com/bangalore/teadarzi-indiranagar-bangalore/order,TeaDarzi,3.7,₹100 for one,"Fast Food, Italian, Chinese, Continental, Beverages, Bakery"
358,https://www.zomato.com/bangalore/uthra-1-indiranagar/order,UTHRA,3.9,₹100 for one,North Indian
359,https://www.zomato.com/bangalore/step-right-up-vasanth-nagar/order,Step Right Up,3.6,₹100 for one,"Street Food, Fast Food, Chinese, Beverages, Burger, Pizza, Pasta, Sandwich"
360,https://www.zomato.com/bangalore/mantap-ice-cream-malleshwaram-bangalore/order,Mantap Ice Cream,4.6,₹150 for one,Ice Cream
361,https://www.zomato.com/bangalore/kulcha-stories-1-koramangala-5th-block-bangalore/order,Kulcha Stories,3.6,₹150 for one,"North Indian, Street Food, Beverages"
362,https://www.zomato.com/bangalore/cafe-mondo-basavanagudi/order,Cafe Mondo,4.3,₹150 for one,"Cafe, Italian, Fast Food, Beverages, Desserts"
363,https://www.zomato.com/bangalore/five-star-chicken-10-btm-bangalore/order,Five Star Chicken,3.9,₹150 for one,Fast Food
364,https://www.zomato.com/bangalore/sri-maruthi-gowdas-military-hotel-majestic-bangalore/order,Sri Maruthi Gowda's Military Hotel,3.9,₹150 for one,South Indian
365,https://www.zomato.com/bangalore/wendys-vasanth-nagar-bangalore/order,Wendy's,3.5,₹150 for one,Fast Food
366,https://www.zomato.com/bangalore/chikkanna-tiffin-room-city-market/order,Chikkanna Tiffin Room,4.4,₹150 for one,South Indian
367,https://www.zomato.com/bangalore/saarangi-fine-dining-jayanagar-bangalore/order,Saarangi Fine Dining,4.5,₹150 for one,"South Indian, Chinese, North Indian, Fast Food, Italian, Desserts, Beverages"
368,https://www.zomato.com/bangalore/goli-vada-pav-no-1-2-indiranagar-bangalore/order,Goli Vada Pav No. 1,4.0,₹150 for one,"Street Food, Fast Food, Desserts"
369,https://www.zomato.com/bangalore/sri-bettaiah-military-hotel-magadi-road-bangalore/order,Sri Bettaiah Military Hotel,3.9,₹150 for one,Mughlai
370,https://www.zomato.com/bangalore/the-betel-leaf-co-seshadripuram-bangalore/order,The Betel Leaf Co,4.5,₹150 for one,Paan
371,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,XO Belgian Waffle,3.9,₹150 for one,"Desserts, Beverages, Fast Food"
372,https://www.zomato.com/bangalore/desi-vdesi-church-street/order,Desi Vdesi,4.3,₹100 for one,"North Indian, Fast Food, Beverages"
373,https://www.zomato.com/bangalore/the-paratha-factory-indiranagar-bangalore/order,The Paratha Factory,3.5,₹100 for one,"North Indian, Beverages, Chinese"
374,https://www.zomato.com/bangalore/lalbagh-grand-basavanagudi-bangalore/order,Lalbagh Grand,3.5,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts"
375,https://www.zomato.com/bangalore/lassi-shop-cunningham-road/order,Lassi Shop,3.3,₹100 for one,"Beverages, Juices, Ice Cream, Desserts"
376,https://www.zomato.com/bangalore/momoz-thippasandra-bangalore/order,Momoz,3.7,₹100 for one,"Chinese, Momos"
377,https://www.zomato.com/bangalore/sandhya-veg-brigade-road/order,Sandhya Veg,3.6,₹100 for one,"South Indian, North Indian, Chinese, Desserts, Beverages"
378,https://www.zomato.com/bangalore/gopizza-1-koramangala-5th-block-bangalore/order,GOPIZZA,3.6,₹100 for one,"Pizza, Fast Food"
379,https://www.zomato.com/bangalore/tewari-bros-mithai-shoppie-commercial-street/order,Tewari Bros Mithai Shoppie,3.6,₹100 for one,"Street Food, Mithai"
380,https://www.zomato.com/bangalore/sri-krishna-nandagokula-veg-indiranagar-bangalore/order,Sri Krishna Nandagokula Veg,3.9,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Beverages"
381,https://www.zomato.com/bangalore/gr-iyengar-fast-food-1-malleshwaram-bangalore/order,GR Iyengar Fast Food,3.7,₹100 for one,South Indian
382,https://www.zomato.com/bangalore/s-m-v-snacks-corner-basavanagudi/order,S M V Snacks Corner,4.3,₹100 for one,"Desserts, Chinese, Fast Food"
383,https://www.zomato.com/bangalore/paratha-experiment-koramangala-8th-block-bangalore/order,Paratha Experiment,4.0,₹100 for one,"North Indian, Desserts"
384,https://www.zomato.com/bangalore/sri-ganesh-juice-junction-1-koramangala-8th-block/order,Sri Ganesh Juice Junction,3.5,₹50 for one,"Juices, Fast Food, Street Food, Beverages"
385,https://www.zomato.com/bangalore/momo-shop-rt-nagar/order,Momo Shop,4.2,₹50 for one,"Momos, Chinese, Rolls"
386,https://www.zomato.com/bangalore/vinay-upahar-shivajinagar/order,Vinay Upahar,4.1,₹50 for one,"South Indian, Street Food, Beverages, Ice Cream, Juices"
387,https://www.zomato.com/bangalore/the-lassi-park-jayanagar-bangalore/order,The Lassi Park,4.1,₹50 for one,"Beverages, Ice Cream"
388,https://www.zomato.com/bangalore/donut-hubb-frazer-town-bangalore/order,Donut Hubb,3.1,₹50 for one,Desserts
389,https://www.zomato.com/bangalore/l-j-iyengers-cakes-n-cookies-rajajinagar-bangalore/order,L J Iyenger’s Cakes N Cookies,4.2,₹50 for one,"Bakery, Fast Food"
390,https://www.zomato.com/bangalore/lot-like-crepes-koramangala-7th-block/order,Lot Like Crepes,3.9,₹50 for one,"Desserts, Fast Food, Beverages"
391,https://www.zomato.com/bangalore/cafe-coffee-day-1-cunningham-road/order,Cafe Coffee Day,4.0,₹50 for one,"Coffee, Beverages, Fast Food, Desserts, Cafe"
392,https://www.zomato.com/bangalore/4th-tea-block-jayanagar/order,4th Tea Block,3.9,₹50 for one,"Tea, Beverages, Street Food"
393,https://www.zomato.com/bangalore/the-hangout-mg-road-bangalore/order,The Hangout,New,₹50 for one,"Fast Food, Continental, Chinese"
394,https://www.zomato.com/bangalore/ambur-biryani-magadi-road-bangalore/order,Ambur Biryani,New,₹50 for one,"Biryani, South Indian"
395,https://www.zomato.com/bangalore/hotel-bhairava-malleshwaram-bangalore/order,Hotel Bhairava,3.2,₹50 for one,"South Indian, Biryani"
396,https://www.zomato.com/bangalore/konark-vegetarian-restaurant-lavelle-road/order,Konark Vegetarian Restaurant,3.7,₹200 for one,"North Indian, Chinese, Continental, South Indian"
397,https://www.zomato.com/bangalore/buffalo-wild-wings-indiranagar-bangalore/order,Buffalo Wild Wings,4.1,₹200 for one,"American, Mexican, Healthy Food, Finger Food, Burger, Fast Food, Desserts"
398,https://www.zomato.com/bangalore/malabar-cafe-koramangala-7th-block-bangalore/order,Malabar Cafe,3.9,₹200 for one,"Kerala, South Indian"
399,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore/order,Singh Da Punjabi Dhaba,3.4,₹200 for one,"North Indian, Biryani"
400,https://www.zomato.com/bangalore/brownie-heaven-indiranagar-bangalore/order,Brownie Heaven,4.0,₹200 for one,"Desserts, Beverages"
401,https://www.zomato.com/bangalore/ooty-chocolates-indiranagar/order,Ooty Chocolates,4.5,₹200 for one,Desserts
402,https://www.zomato.com/bangalore/ajji-ruchi-kitchen-1-koramangala-8th-block-bangalore/order,Ajji Ruchi Kitchen,3.8,₹200 for one,"North Indian, South Indian"
403,https://www.zomato.com/bangalore/cake-box-1-koramangala-8th-block-bangalore/order,Cake Box,3.9,₹200 for one,"Bakery, Desserts"
404,https://www.zomato.com/bangalore/baskin-robbins-vasanth-nagar/order,Baskin Robbins,4.2,₹200 for one,"Ice Cream, Desserts, Beverages"
405,https://www.zomato.com/bangalore/rakabdar-the-royal-chef-domlur-bangalore/order,Rakabdar The Royal Chef,3.7,₹200 for one,"Awadhi, Biryani, North Indian"
406,https://www.zomato.com/bangalore/chicano-frazer-town-bangalore/order,Chicano,3.9,₹200 for one,"Fast Food, Pizza"
407,https://www.zomato.com/bangalore/ammas-brahmin-cafe-seshadripuram-bangalore/order,Amma's Brahmin Cafe,4.2,₹200 for one,South Indian
408,https://www.zomato.com/bangalore/abees-mess-btm-bangalore/order,Abees Mess,3.9,₹100 for one,"South Indian, Chinese, Biryani"
409,https://www.zomato.com/bangalore/sri-udupi-grand-brigade-road-bangalore/order,Sri Udupi Grand,3.8,₹100 for one,"South Indian, North Indian, Chinese, Beverages"
410,https://www.zomato.com/bangalore/airlines-hotel-lavelle-road/order,Airlines Hotel,3.9,₹100 for one,"South Indian, North Indian, Street Food, Chinese, Beverages"
411,https://www.zomato.com/bangalore/the-café-by-foodhall-1-mg-road-bangalore/order,The Café By Foodhall,4.5,₹100 for one,"Cafe, Healthy Food, Asian, Continental, Rolls, Beverages"
412,https://www.zomato.com/bangalore/the-food-corner-vasanth-nagar-bangalore/order,The Food Corner,3.9,₹100 for one,"Chinese, North Indian, Street Food, Fast Food, Beverages, Rolls, Sandwich"
413,https://www.zomato.com/bangalore/lassi-shop-1-koramangala-7th-block-bangalore/order,Lassi Shop,3.5,₹100 for one,"Beverages, Juices, Fast Food, Ice Cream, Desserts"
414,https://www.zomato.com/bangalore/empire-juices-and-ice-creams-church-street-bangalore/order,Empire Juices And Ice Creams,4.1,₹100 for one,"Ice Cream, Desserts, Juices, Beverages"
415,https://www.zomato.com/bangalore/myfroyoland-indiranagar-bangalore/order,MyFroyoland,3.9,₹100 for one,"Desserts, Frozen Yogurt"
416,https://www.zomato.com/bangalore/iceberg-organic-icecreams-indiranagar-bangalore/order,Iceberg Organic Icecreams,3.8,₹100 for one,"Desserts, Ice Cream"
417,https://www.zomato.com/bangalore/ketogenic-foods-by-infinitea-cunningham-road-bangalore/order,Ketogenic Foods - By Infinitea,3.9,₹100 for one,Healthy Food
418,https://www.zomato.com/bangalore/calcutta-famous-chats-indiranagar-bangalore/order,Calcutta Famous Chats,3.9,₹100 for one,"Street Food, North Indian"
419,https://www.zomato.com/bangalore/choi-choi-momos-brigade-road/order,Choi Choi Momos,4.0,₹100 for one,Chinese
420,https://www.zomato.com/bangalore/kairali-btm-bangalore/order,Kairali,4.0,₹150 for one,"South Indian, Seafood, Biryani"
421,https://www.zomato.com/bangalore/cake-pastries-rajajinagar-bangalore/order,Cake Pastries,4.1,₹150 for one,Bakery
422,https://www.zomato.com/bangalore/veettile-ruchi-btm-bangalore/order,Veettile Ruchi,3.9,₹150 for one,South Indian
423,https://www.zomato.com/bangalore/patios-jayanagar-bangalore/order,Patios,3.8,₹150 for one,"Chinese, Asian, North Indian, Pizza, Beverages, Desserts"
424,https://www.zomato.com/justbecafe/order,Justbe Resto Cafe,3.9,₹150 for one,"Cafe, Healthy Food, Fast Food, Desserts, Beverages"
425,https://www.zomato.com/bangalore/pop-burger-koramangala-8th-block-bangalore/order,Pop Burger,4.4,₹150 for one,"Burger, Fast Food"
426,https://www.zomato.com/bangalore/full-moon-pizza-rajajinagar-bangalore/order,Full Moon Pizza,3.6,₹150 for one,"Pizza, Fast Food, Beverages"
427,https://www.zomato.com/bangalore/kartiks-mithai-shoppe-indiranagar/order,Kartik's Mithai Shoppe,4.3,₹150 for one,"Street Food, North Indian, Mithai"
428,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-indiranagar-bangalore/order,Cupcake Bliss Cakes & Desserts,4.2,₹150 for one,"Bakery, Desserts"
429,https://www.zomato.com/bangalore/c-kosila-kitchen-1-ejipura/order,C Kosila Kitchen,3.9,₹150 for one,"North Indian, Chinese, Fast Food, Chettinad"
430,https://www.zomato.com/bangalore/fabelle-chocolates-itc-gardenia-richmond-road-bangalore/order,Fabelle Chocolates - ITC Gardenia,4.5,₹150 for one,Desserts
431,https://www.zomato.com/bangalore/bengali-khabar-airport-road-bangalore/order,Bengali Khabar,3.6,₹150 for one,"North Indian, Bengali, Chinese, Seafood"
432,https://www.zomato.com/bangalore/hasanambe-benne-dose-rajajinagar-bangalore/order,Hasanambe Benne Dose,3.3,₹50 for one,South Indian
433,https://www.zomato.com/bangalore/amul-icecream-parlour-rajajinagar-bangalore/order,Amul Icecream Parlour,3.9,₹50 for one,"Desserts, Fast Food, Beverages, Ice Cream"
434,https://www.zomato.com/bangalore/jai-bhavani-dhaba-indiranagar-bangalore/order,Jai Bhavani Dhaba,3.5,₹50 for one,"North Indian, Chinese"
435,https://www.zomato.com/bangalore/brahmins-khanavali-st-marks-road-bangalore/order,Brahmin's Khanavali,-,₹50 for one,South Indian
436,https://www.zomato.com/bangalore/amrutha-mess-btm-bangalore/order,Amrutha Mess,3.9,₹50 for one,"South Indian, Kerala, Chinese, North Indian"
437,https://www.zomato.com/bangalore/eat-n-drink-btm/order,Eat N Drink,4.1,₹50 for one,"Fast Food, Sandwich, Burger, Wraps, Ice Cream, Juices, Beverages"
438,https://www.zomato.com/bangalore/taste-of-malabar-btm-bangalore/order,Taste Of Malabar,3.9,₹50 for one,"South Indian, Chinese"
439,https://www.zomato.com/bangalore/shree-taaza-thindi-indiranagar-bangalore/order,Shree Taaza Thindi,3.9,₹50 for one,South Indian
440,https://www.zomato.com/bangalore/namaste-kitchen-koramangala-7th-block-bangalore/order,Namaste Kitchen,4.1,₹50 for one,"North Indian, Chinese, Fast Food"
441,https://www.zomato.com/bangalore/dal-chawal-roti-sabji-shanti-nagar-bangalore/order,Dal Chawal Roti Sabji,3.3,₹50 for one,"North Indian, Chinese"
442,https://www.zomato.com/bangalore/chianti-mg-road-bangalore/order,Chianti,4.3,₹50 for one,"Italian, Pasta, Pizza"
443,https://www.zomato.com/bangalore/lj-iyengars-cakes-n-cookies-sweets-malleshwaram-bangalore/order,LJ Iyengar's Cakes N Cookies Sweets,3.9,₹50 for one,"Bakery, Fast Food"
444,https://www.zomato.com/bangalore/tycoons-fine-dine-retro-bar-indiranagar-bangalore/order,Tycoons - Fine Dine & Retro Bar,-,₹400 for one,"Continental, North Indian, Asian, Mughlai, Desserts, Beverages"
445,https://www.zomato.com/bangalore/royce-chocolate-mg-road/order,ROYCE' Chocolate,3.9,₹400 for one,Desserts
446,https://www.zomato.com/bangalore/desserted-vasanth-nagar/order,Desserted,3.9,₹400 for one,"Cafe, Bakery, Desserts, Fast Food, Italian, Sandwich, Pasta"
447,https://www.zomato.com/bangalore/royal-orchid-central-mg-road-bangalore/order,Royal Orchid Central,3.5,₹400 for one,"Continental, North Indian, Fast Food, Desserts, Beverages"
448,https://www.zomato.com/bangalore/neeth-medappa-patissier-1-mg-road-bangalore/order,Neeth Medappa Patissier,3.9,₹400 for one,"Desserts, Bakery"
449,https://www.zomato.com/bangalore/gourmet-couch-by-itc-windsor-sankey-road-bangalore/order,Gourmet Couch by ITC Windsor,3.8,₹400 for one,"North Indian, Mughlai, Desserts"
450,https://www.zomato.com/bangalore/al-hayath-ambur-biryani-ejipura-bangalore/order,Al Hayath Ambur Biryani,3.2,₹400 for one,"Biryani, Fast Food"
451,https://www.zomato.com/bangalore/yelneer-katte-basavanagudi-bangalore/order,Yelneer Katte,3.6,₹400 for one,Beverages
452,https://www.zomato.com/bangalore/bites-bowls-jayanagar-bangalore/order,Bites & Bowls,3.9,₹400 for one,"Fast Food, Chinese, Beverages"
453,https://www.zomato.com/bangalore/shahi-kitchens-1-jayanagar-bangalore/order,Shahi Kitchens,3.9,₹400 for one,"North Indian, Chinese, Biryani"
454,https://www.zomato.com/bangalore/cake-bakebon-the-cake-shop-1-indiranagar-bangalore/order,Cake Bakebon - The Cake Shop,3.8,₹400 for one,"Bakery, Desserts"
455,https://www.zomato.com/bangalore/chai-tapri-shanti-nagar-bangalore/order,Chai Tapri,3.9,₹400 for one,"Street Food, Tea"
456,https://www.zomato.com/bangalore/sri-sai-cafe-basavanagudi-bangalore/order,Sri Sai Cafe,4.1,₹50 for one,"South Indian, Chinese, Street Food"
457,https://www.zomato.com/bangalore/the-kolkata-kati-roll-indiranagar-bangalore/order,The Kolkata Kati Roll,3.6,₹50 for one,"Rolls, Fast Food"
458,https://www.zomato.com/bangalore/innerchef-indiranagar/order,InnerChef,3.9,₹50 for one,"Healthy Food, Continental, Fast Food, Desserts, Beverages, South Indian"
459,https://www.zomato.com/bangalore/89-express-dhaba-rajajinagar-bangalore/order,89 Express Dhaba,3.1,₹50 for one,North Indian
460,https://www.zomato.com/bangalore/holige-mane-domlur-bangalore/order,Holige Mane,-,₹50 for one,South Indian
461,https://www.zomato.com/bangalore/abubakar-siddiq-hotel-malleshwaram-bangalore/order,Abubakar Siddiq Hotel,-,₹50 for one,"Chinese, Rolls, South Indian"
462,https://www.zomato.com/bangalore/desi-kaapi-cafe-indiranagar-bangalore/order,Desi Kaapi Cafe,3.9,₹50 for one,"South Indian, Street Food"
463,https://www.zomato.com/bangalore/cafe-noir-lavelle-road/order,Cafe Noir,3.9,₹50 for one,"Continental, Italian, Desserts, Cafe, Beverages"
464,https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/order,Dolci Desserts,4.2,₹50 for one,"Cafe, Desserts, Italian, Fast Food, Beverages"
465,https://www.zomato.com/bangalore/pizza-stop-domlur/order,Pizza Stop,4.0,₹50 for one,"Italian, Pasta, Pizza, Fast Food"
466,https://www.zomato.com/bangalore/iyengars-bakery-1-richmond-road-bangalore/order,Iyengars Bakery,3.3,₹50 for one,Bakery
467,https://www.zomato.com/bangalore/edesia-by-freshmenu-richmond-road-bangalore/order,Edesia by Freshmenu,3.7,₹50 for one,"Desserts, Bakery"
468,https://www.zomato.com/bangalore/armani-kitchen-rt-nagar-bangalore/order,Armani Kitchen,3.7,₹150 for one,"Chinese, North Indian, Rolls, Lebanese, Biryani"
469,https://www.zomato.com/bangalore/cafe-reset-by-luke-coutinho-1-koramangala-6th-block-bangalore/order,Cafe Reset By Luke Coutinho,-,₹150 for one,"Healthy Food, Continental, Italian, Beverages"
470,https://www.zomato.com/bangalore/brownie-bites-basaveshwara-nagar-bangalore/order,Brownie Bites,-,₹150 for one,"Chinese, Fast Food, Momos, Sandwich, Ice Cream, Desserts, Beverages"
471,https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road/order,JW Kitchen - JW Marriott Bengaluru,3.9,₹150 for one,"North Indian, Continental, Italian, South Indian, Mediterranean, European, Asian"
472,https://www.zomato.com/bangalore/bombay-kulfi-shanti-nagar-bangalore/order,Bombay Kulfi,4.2,₹150 for one,"Ice Cream, Desserts"
473,https://www.zomato.com/bangalore/canteen-central-burgers-pastas-more-koramangala-6th-block-bangalore/order,"Canteen Central - Burgers, Pastas & More",3.7,₹150 for one,"North Indian, Fast Food"
474,https://www.zomato.com/bangalore/bombay-sandwich-company-indiranagar-bangalore/order,Bombay Sandwich Company,3.3,₹150 for one,"Sandwich, Desserts, Beverages, Continental"
475,https://www.zomato.com/bangalore/pure-sure-organic-cafe-jayanagar-bangalore/order,Pure & Sure Organic Cafe,3.9,₹150 for one,"North Indian, Desserts, Asian, Italian"
476,https://www.zomato.com/bangalore/baba-da-dhaba-1-indiranagar-bangalore/order,Baba Da Dhaba,3.7,₹150 for one,"North Indian, Mughlai, Biryani, Fast Food"
477,https://www.zomato.com/bangalore/the-sip-shop-basavanagudi-bangalore/order,The Sip Shop,4.4,₹150 for one,"Fast Food, Ice Cream, Desserts, Beverages"
478,https://www.zomato.com/bangalore/firangi-bake-malleshwaram-bangalore/order,Firangi Bake,4.2,₹150 for one,"Italian, Mexican, Desserts, North Indian"
479,https://www.zomato.com/bangalore/havmor-ice-cream-seshadripuram-bangalore/order,Havmor Ice Cream,4.1,₹150 for one,"Desserts, Ice Cream, Beverages"
480,https://www.zomato.com/bangalore/bangalore-thindies-indiranagar-bangalore/order,Bangalore Thindies  ,4.3,₹50 for one,South Indian
481,https://www.zomato.com/bangalore/banaras-sweet-house-majestic/order,Banaras Sweet House,3.9,₹50 for one,"Mithai, Fast Food"
482,https://www.zomato.com/bangalore/naturon-cakes-2-koramangala-5th-block-bangalore/order,Naturon Cakes,4.3,₹50 for one,"Bakery, Fast Food, Desserts"
483,https://www.zomato.com/bangalore/bhojnayala-shanti-nagar-bangalore/order,Bhojnayala,-,₹50 for one,"North Indian, Fast Food"
484,https://www.zomato.com/bangalore/geets-kitchen-rajajinagar-bangalore/order,Geet's kitchen,4.0,₹50 for one,"North Indian, Fast Food"
485,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-btm/order,Ambur Hot Dum Biryani,3.9,₹50 for one,"Biryani, South Indian"
486,https://www.zomato.com/bangalore/tipsy-lassi-shop-shivajinagar-bangalore/order,Tipsy Lassi Shop,3.8,₹50 for one,"Beverages, Ice Cream, Desserts, Juices"
487,https://www.zomato.com/bangalore/hotel-coorg-indiranagar-bangalore/order,Hotel Coorg,New,₹50 for one,"South Indian, Chinese, Beverages"
488,https://www.zomato.com/bangalore/jigarthanda-malleshwaram/order,Jigarthanda,4.2,₹50 for one,"Rolls, Desserts"
489,https://www.zomato.com/bangalore/ganesh-darshini-malleshwaram-bangalore/order,Ganesh Darshini,4.1,₹50 for one,"South Indian, Chinese"
490,https://www.zomato.com/bangalore/easy-bites-church-street-bangalore/order,Easy Bites,3.9,₹50 for one,Fast Food
491,https://www.zomato.com/bangalore/shree-krishna-fresh-juice-junction-koramangala-8th-block/order,Shree Krishna Fresh Juice Junction,3.8,₹50 for one,Beverages
492,https://www.zomato.com/bangalore/raaga-indiranagar/order,Raaga,4.1,₹250 for one,"North Indian, Mughlai, Biryani, Chinese, Desserts, Beverages"
493,https://www.zomato.com/bangalore/kudla-coraltree-rt-nagar-bangalore/order,Kudla - Coraltree,3.8,₹250 for one,"Seafood, Mangalorean, Beverages"
494,https://www.zomato.com/bangalore/smoor-bakeshop-koramangala-7th-block-bangalore/order,Smoor Bakeshop ,-,₹250 for one,"Bakery, Beverages, Desserts"
495,https://www.zomato.com/bangalore/trattoria-by-toscano-hosur-road-bangalore/order,Trattoria By Toscano,3.9,₹250 for one,"Italian, Continental, Healthy Food, Desserts, Salad"
496,https://www.zomato.com/bangalore/hakkachow-lavelle-road-bangalore/order,Hakkachow,3.9,₹250 for one,"Chinese, Asian"
497,https://www.zomato.com/bangalore/bangalore-cafe-race-course-road-bangalore/order,Bangalore Cafe,-,₹250 for one,"South Indian, Chinese, North Indian"
498,https://www.zomato.com/bangalore/keto-garden-indiranagar-bangalore/order,Keto Garden,3.9,₹250 for one,"Healthy Food, Continental"
499,https://www.zomato.com/bangalore/holige-mane-wilson-garden-bangalore/order,Holige Mane,-,₹250 for one,South Indian
500,https://www.zomato.com/bangalore/juicy-city-koramangala-5th-block-bangalore/order,Juicy City,New,₹250 for one,"Juices, Beverages, Sandwich"
501,https://www.zomato.com/bangalore/m-r-s-hotel-ulsoor-bangalore/order,M.R.S Hotel,3.9,₹250 for one,"North Indian, Chinese"
502,https://www.zomato.com/bangalore/ghar-ki-rasoi-indiranagar/order,Ghar Ki Rasoi,3.5,₹250 for one,"North Indian, Chinese, Italian"
503,https://www.zomato.com/bangalore/pastries-park-malleshwaram-bangalore/order,Pastries Park,4.1,₹250 for one,Bakery
504,https://www.zomato.com/bangalore/dhang-ka-khana-ejipura/order,Dhang Ka Khana,3.4,₹50 for one,"North Indian, Street Food"
505,https://www.zomato.com/bangalore/vegan-kitchen-by-infinitea-cunningham-road-bangalore/order,Vegan Kitchen - By Infinitea,3.4,₹50 for one,"Italian, Mexican, Healthy Food"
506,https://www.zomato.com/bangalore/uttar-karnataka-jolda-roti-mathu-chapthi-basavanagudi-bangalore/order,Uttar Karnataka Jolda Roti Mathu Chapthi,-,₹50 for one,South Indian
507,https://www.zomato.com/bangalore/chinese-wok-wok-express-koramangala-7th-block-bangalore/order,Chinese Wok - Wok Express,3.9,₹50 for one,"Chinese, Asian, Momos, Fast Food, North Indian"
508,https://www.zomato.com/bangalore/casa-fresco-domlur-bangalore/order,Casa Fresco,3.6,₹50 for one,"American, Continental, Italian, Burger, Pizza, Pasta, Beverages, Steak"
509,https://www.zomato.com/bangalore/rcb-bar-cafe-church-street-bangalore/order,RCB Bar & Cafe,3.9,₹50 for one,"Continental, North Indian, Pizza, Asian, Beverages"
510,https://www.zomato.com/bangalore/shakers-cafe-indiranagar-bangalore/order,Shakers Cafe,3.5,₹50 for one,"Beverages, Fast Food"
511,https://www.zomato.com/bangalore/the-biryani-experiment-indiranagar-bangalore/order,The Biryani Experiment,3.7,₹50 for one,"Biryani, North Indian"
512,https://www.zomato.com/bangalore/hvr-veg-seshadripuram-bangalore/order,HVR Veg,4.4,₹50 for one,South Indian
513,https://www.zomato.com/bangalore/new-udupi-grand-hotel-majestic-bangalore/order,New Udupi Grand Hotel,-,₹50 for one,"South Indian, North Indian, Chinese"
514,https://www.zomato.com/bangalore/3-spice-wilson-garden/order,3 Spice,3.8,₹50 for one,"North Indian, Chinese, Mughlai, Biryani"
515,https://www.zomato.com/bangalore/dragon-bowlz-langford-town-bangalore/order,Dragon Bowlz,-,₹50 for one,"Chinese, Momos"
516,https://www.zomato.com/bangalore/4700bc-gourmet-popcorn-1-malleshwaram-bangalore/order,4700BC Gourmet Popcorn ,New,₹300 for one,Street Food
517,https://www.zomato.com/bangalore/shri-durgha-hotel-commercial-street-bangalore/order,Shri Durgha Hotel,New,₹300 for one,"South Indian, Chettinad, Seafood"
518,https://www.zomato.com/bangalore/bigbites-brigade-road-bangalore/order,BigBites,4.0,₹300 for one,"Pizza, Fast Food, Momos"
519,https://www.zomato.com/bangalore/tea-trails-1-brigade-road-bangalore/order,Tea Trails,3.9,₹300 for one,"Cafe, Tea, North Indian, Fast Food, Street Food, Desserts, Beverages"
520,https://www.zomato.com/bangalore/khane-chalo-koramangala-8th-block-bangalore/order,Khane Chalo ,New,₹300 for one,"North Indian, Odia, Biryani, Desserts"
521,https://www.zomato.com/bangalore/sree-ganesh-fruit-juice-centre-malleshwaram/order,Sree Ganesh Fruit Juice Centre,3.6,₹300 for one,"Juices, Beverages"
522,https://www.zomato.com/bangalore/punjab-xpress-hosur-road-bangalore/order,Punjab Xpress,3.4,₹300 for one,North Indian
523,https://www.zomato.com/bangalore/the-paan-studio-frazer-town-bangalore/order,The Paan Studio,3.9,₹300 for one,Paan
524,https://www.zomato.com/bangalore/anytime-hotdogs-indiranagar-bangalore/order,Anytime Hotdogs,3.8,₹300 for one,"Fast Food, American"
525,https://www.zomato.com/bangalore/sangam-sweets-majestic/order,Sangam Sweets,3.4,₹300 for one,"Mithai, Street Food, Fast Food, Beverages"
526,https://www.zomato.com/bangalore/juice-junction-1-basavanagudi-bangalore/order,Juice Junction,3.7,₹300 for one,"Fast Food, Beverages, Juices, Sandwich"
527,https://www.zomato.com/bangalore/indian-chicken-biryani-point-richmond-road-bangalore/order,Indian Chicken Biryani Point,-,₹300 for one,"Biryani, Chinese, South Indian"
528,https://www.zomato.com/bangalore/bombay-kulfis-1-frazer-town-bangalore/order,Bombay Kulfis,3.9,₹200 for one,"Ice Cream, Street Food, Desserts"
529,https://www.zomato.com/bangalore/brew-cafe-2-btm-bangalore/order,Brew Cafe,-,₹200 for one,"Fast Food, Bakery, Ice Cream, Beverages"
530,https://www.zomato.com/bangalore/rj-19-cafe-shanti-nagar-bangalore/order,RJ 19 Cafe,3.8,₹200 for one,"North Indian, Rajasthani, Street Food, Beverages"
531,https://www.zomato.com/bangalore/eddys-cafe-indiranagar-bangalore/order,Eddy's Cafe,3.9,₹200 for one,"Cafe, American, Salad, Continental, Healthy Food, Italian"
532,https://www.zomato.com/bangalore/the-cake-house-ulsoor/order,The Cake House,4.0,₹200 for one,"Bakery, Fast Food"
533,https://www.zomato.com/bangalore/the-soft-corner-basavanagudi-bangalore/order,The Soft Corner,4.7,₹200 for one,"Ice Cream, Desserts"
